,Suburb,Site,Exposure period,Notes,Date added,Health advice,date_exposure,date_added,tier,date_delay
236,Suburb Tullamarine,Site BP Tullamarine Corner of Airport Drive and Link Road Tullamarine VIC 3045,Exposure period 24/05/2021 10:30am - 11:30am,"Notes Case attended venue twice on the same day, refer to other listing",Date added 27/05/2021 3:30pm,"Health advice Tier 2 - Get tested urgently and isolate until you have a negative result Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",2021-05-24,2021-05-27,2,3
237,Suburb Tullamarine,Site BP Tullamarine Corner of Airport Drive and Link Road Tullamarine VIC 3045,Exposure period 24/05/2021 4:30pm - 5:30pm,"Notes Case attended venue twice on the same day, refer to other listing",Date added 27/05/2021 3:30pm,"Health advice Tier 2 - Get tested urgently and isolate until you have a negative result Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",2021-05-24,2021-05-27,2,3
238,Suburb Bundoora,Site Bung Pai Thai Massage Bundoora 11/1320 Plenty Road Bundoora VIC 3083,Exposure period 24/05/2021 4:15pm - 6:15pm,Notes Case attended venue,Date added 27/05/2021 3:30pm,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-24,2021-05-27,1,3
239,Suburb Yarraville,Site Focus Health & Fitness 121-123 Hyde Street Yarraville VIC 3013,Exposure period 24/05/2021 6:30am - 7:30am,Notes Case attended venue,Date added 27/05/2021 3:30pm,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-24,2021-05-27,1,3
240,Suburb Carlton,Site Green Man's Arms 418 Lygon Sreet Carlton VIC 3053,Exposure period 23/05/2021 1:20pm - 2:15pm,Notes Case dined at venue,Date added 27/05/2021 3:30pm,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-23,2021-05-27,1,4
241,Suburb South Melbourne,Site Anytime Fitness South Melbourne 63-69 Market Street South Melbourne VIC 3205,Exposure period 21/05/2021 6:15am - 7:15am,Notes Case attended venue,Date added 27/05/2021 3:30pm,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-21,2021-05-27,1,6
242,Suburb South Melbourne,Site Anytime Fitness South Melbourne 63-69 Market Street South Melbourne VIC 3205,Exposure period 24/05/2021 6:15am - 7:15am,Notes Case attended venue,Date added 27/05/2021 3:30pm,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-24,2021-05-27,1,3
243,Suburb South Melbourne,Site Anytime Fitness South Melbourne 63-69 Market Street South Melbourne VIC 3205,Exposure period 25/05/2021 6:00am - 7:00am,Notes Case attended venue,Date added 27/05/2021 3:30pm,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-25,2021-05-27,1,2
244,Suburb Fitzroy,Site Peko Peko Fitzroy 199 Smith Street Fitzroy VIC 3065,Exposure period 22/05/2021 6:30pm - 7:45pm,Notes Case dined at venue,Date added 27/05/2021 3:30pm,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-22,2021-05-27,1,5
245,Suburb Aspendale Gardens,Site Chelsea Heights Hotel Springvale Road & Wells Road Aspendale Gardens VIC 3196,Exposure period 23/05/2021 12:10pm - 1:30pm,Notes Case dined at venue,Date added 27/05/2021 3:30pm,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-23,2021-05-27,1,4
246,Suburb Brunswick,"Site OPSM Barkly Square Barkly Square Shopping Centre, 90-160 Sydney Rd Brunswick VIC 3056",Exposure period 22/05/2021 3:45pm - 4:15pm,Notes Case attended venue,Date added 27/05/2021 3:30pm,"Health advice Tier 2 - Get tested urgently and isolate until you have a negative result Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",2021-05-22,2021-05-27,2,5
247,Suburb Doncaster,"Site Betty's Burgers & Concrete Co. (Westfield Doncaster) Tenancy R1 & R2, Level 2, 619 Doncaster Road Doncaster VIC 3108",Exposure period 23/05/2021 7:40pm - 9:30pm,Notes Case attended venue,Date added 27/05/2021 12:20pm,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-23,2021-05-27,1,4
248,Suburb Lalor,Site Everfresh Fruit Market 346 Station Street Lalor VIC 3075,Exposure period 14/05/2021 11:30am - 12:30pm,Notes Case attended venue,Date added 27/05/2021 12:20pm,"Health advice Tier 2 - Get tested urgently and isolate until you have a negative result Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",2021-05-14,2021-05-27,2,13
249,Suburb Lalor,Site Fruits of Lalor 328 Station Street Lalor VIC 3075,Exposure period 14/05/2021 11:30am - 12:30pm,Notes Case attended venue,Date added 27/05/2021 12:20pm,"Health advice Tier 2 - Get tested urgently and isolate until you have a negative result Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",2021-05-14,2021-05-27,2,13
250,Suburb Lalor,Site No. 1 Fruit Market 37 May Road Lalor VIC 3075,Exposure period 14/05/2021 11:30am - 12:30pm,Notes Case attended venue,Date added 27/05/2021 12:20pm,"Health advice Tier 2 - Get tested urgently and isolate until you have a negative result Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",2021-05-14,2021-05-27,2,13
251,Suburb Docklands,"Site Southern Cross Station, Toilets Under Bourke Street Bridge 14/99 Spencer Street Docklands VIC 3059",Exposure period 23/05/2021 7:35pm - 8:15pm,Notes Case attended venue,Date added 27/05/2021 7:42am,"Health advice Tier 2 - Get tested urgently and isolate until you have a negative result Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",2021-05-23,2021-05-27,2,4
252,Suburb Greenvale,"Site Chemist Warehouse Shop 4, 212 - 220 Greenvale Drive Greenvale VIC 3059",Exposure period 25/05/2021 12:50pm - 1:30pm,Notes Case attended venue,Date added 27/05/2021 7:42am,"Health advice Tier 2 - Get tested urgently and isolate until you have a negative result Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",2021-05-25,2021-05-27,2,2
253,Suburb Cranbourne,"Site LeNails Cranbourne Shop 101 Cranbourne Park Shopping Centre, High Street Cranbourne VIC 3977",Exposure period 22/05/2021 1:15pm - 2:15pm,Notes Case attended venue,Date added 27/05/2021 4:37am,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-22,2021-05-27,1,5
254,Suburb Mill Park,"Site Degani, Westfield Plenty Valley 415 Mcdonalds Road Mill Park VIC 3082",Exposure period 23/05/2021 11:30am - 2:00pm,Notes Case attended venue,Date added 26/05/2021 11:08pm,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-23,2021-05-26,1,3
255,Suburb Bayswater North,Site Mcdonalds Bayswater North 296 Canterbury Road Bayswater North VIC 3153,Exposure period 21/05/2021 11:00pm - 12:00am,Notes Case dined in restaurant,Date added 26/05/2021 10:31pm,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-21,2021-05-26,1,5
256,Suburb Wantirna South,Site Insportz Knox 108 Lewis Road Wantirna South VIC 3152,Exposure period 20/05/2021 6:30pm - 8:30pm,Notes Case attended venue,Date added 26/05/2021 10:31pm,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-20,2021-05-26,1,6
257,Suburb Mordialloc,Site The Sporting Globe Mordialloc 590 Main Street Mordialloc VIC 3195,Exposure period 23/05/2021 6:17pm - 9:43pm,Notes Case attended venue,Date added 26/05/2021 10:24pm,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-23,2021-05-26,1,3
258,Suburb Burwood East,Site Burwood Teppanyaki House 145 Burwood Highway Burwood East VIC 3151,Exposure period 22/05/2021 7:30pm - 9:40pm,Notes Case attended venue,Date added 26/05/2021 10:24pm,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-22,2021-05-26,1,4
259,Suburb Parkville,"Site Melbourne Swordcraft Ransford Oval, Park Street Parkville VIC 3052",Exposure period 21/05/2021 5:45pm - 10:30pm,Notes Case attended venue,Date added 26/05/2021 10:18pm,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-21,2021-05-26,1,5
260,Suburb Red Hill,Site Nordie Cafe 1008 Mornington-Flinders Road Red Hill VIC 3937,Exposure period 22/05/2021 9:09am - 9:34am,Notes Case attended venue,Date added 26/05/2021 9:55pm,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-22,2021-05-26,1,4
261,Suburb Carnegie,Site Bicycle Superstore 1030 Dandenong Road Carnegie VIC 3163,Exposure period 23/05/2021 3:33pm - 4:00pm,Notes Case attended venue,Date added 26/05/2021 9:55pm,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-23,2021-05-26,1,3
262,Suburb Coburg,Site IGA Coburg 12-20 Nicholson Street Coburg VIC 3058,Exposure period 22/05/2021 2:30pm - 2:50pm,Notes Case attended venue,Date added 26/05/2021 9:50pm,"Health advice Tier 2 - Get tested urgently and isolate until you have a negative result Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",2021-05-22,2021-05-26,2,4
263,Suburb Fairfield,Site 7-Eleven Fairfield East 324 Station street Fairfield VIC 3078,Exposure period 23/05/2021 7:45pm - 8:00pm,Notes Case attended venue,Date added 26/05/2021 7:56pm,"Health advice Tier 2 - Get tested urgently and isolate until you have a negative result Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",2021-05-23,2021-05-26,2,3
264,Suburb Port Melbourne,"Site The Local, Port Melbourne 22-24 Bay Street Port Melbourne VIC 3207",Exposure period 21/05/2021 1:30pm - 3:30pm,Notes Case dined inside venue,Date added 26/05/2021 7:48pm,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-21,2021-05-26,1,5
265,Suburb Bundoora,"Site Anytime Fitness Shop TG-01, Uni Hill Town Centre, 1-3 Janefield Drive Bundoora VIC 3083",Exposure period 23/05/2021 3:40pm - 5:30pm,Notes Case attended venue,Date added 26/05/2021 6:53pm,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-23,2021-05-26,1,3
266,Suburb Bundoora,"Site Anytime Fitness Shop TG-01, Uni Hill Town Centre, 1-3 Janefield Drive Bundoora VIC 3083",Exposure period 24/05/2021 4:50pm - 5:50pm,Notes Case attended venue,Date added 26/05/2021 6:53pm,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-24,2021-05-26,1,2
267,Suburb Southbank,Site Criniti's Southbank 645 Freshwater Place Southbank VIC 3006,Exposure period 23/05/2021 6:00pm - 9:30pm,Notes Case attended venue,Date added 26/05/2021 6:53pm,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-23,2021-05-26,1,3
268,Suburb South Melbourne,Site The Palace Hotel 505-507 City Road South Melbourne VIC 3205,Exposure period 21/05/2021 5:45pm - 6:45pm,Notes Case attended venue,Date added 26/05/2021 6:53pm,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-21,2021-05-26,1,5
269,Suburb Coburg,Site Ritchies IGA Pentridge 1 Champ Street Coburg VIC 3058,Exposure period 24/05/2021 6:45pm - 7:25pm,Notes Case attended venue,Date added 26/05/2021 6:53pm,"Health advice Tier 2 - Get tested urgently and isolate until you have a negative result Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",2021-05-24,2021-05-26,2,2
270,Suburb Docklands,Site Marvel Stadium - (Level 1 Aisles 5-28 and Level 3 Aisles 6-29) 740 Bourke St Docklands VIC 3008,Exposure period 23/05/2021 4:30pm - 7:30pm,Notes Case attended facility,Date added 26/05/2021 6:08pm,"Health advice Tier 2 - Get tested urgently and isolate until you have a negative result Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",2021-05-23,2021-05-26,2,3
271,Suburb Docklands,Site Marvel Stadium - all other zones not individually listed 740 Bourke St Docklands VIC 3008,Exposure period 23/05/2021 4:30pm - 7:30pm,Notes Case attended venue,Date added 26/05/2021 6:08pm,"Health advice Tier 3 - Monitor for symptoms Anyone who has visited this location during these times should monitor for symptoms - If symptoms develop, immediately get tested and isolate until you receive a negative result.",2021-05-23,2021-05-26,3,3
272,Suburb Cohuna,"Site Cohuna Football and Netball Club, Cohuna Recreation Reserve Island Road Cohuna VIC 3568",Exposure period 22/05/2021 12:00pm - 5:00pm,"Notes Case watched multiple netball games, visited canteen (inside) and used outdoor public toilets",Date added 26/05/2021 4:56pm,"Health advice Tier 2 - Get tested urgently and isolate until you have a negative result Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",2021-05-22,2021-05-26,2,4
273,Suburb Brunswick,"Site Barkly Square: Priceline, Kmart, Woolworths, OPSM Barkly Square Shopping Centre, 90-160 Sydney Rd Brunswick VIC 3056",Exposure period 22/05/2021 1:15pm - 2:30pm,"Notes Case attended venue, walked around the centre and into some shops with limited purchases",Date added 26/05/2021 4:56pm,"Health advice Tier 2 - Get tested urgently and isolate until you have a negative result Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",2021-05-22,2021-05-26,2,4
274,Suburb Reservoir,Site Doctors on Broadway 210A Broadway Reservoir VIC 3073,Exposure period 18/05/2021 2:00pm - 3:45pm,Notes Case attended venue,Date added 26/05/2021 2:38pm,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-18,2021-05-26,1,8
275,Suburb Port Melbourne,Site Stratton Finance HQ 1/435 Williamstown Road Port Melbourne VIC 3207,Exposure period 20/05/2021 12:00am - 11:59pm,Notes Case attended venue,Date added 26/05/2021 2:38pm,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-20,2021-05-26,1,6
276,Suburb Port Melbourne,Site Stratton Finance HQ 1/435 Williamstown Road Port Melbourne VIC 3207,Exposure period 21/05/2021 12:00am - 11:59pm,Notes Case attended venue,Date added 26/05/2021 2:38pm,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-21,2021-05-26,1,5
277,Suburb Port Melbourne,Site Stratton Finance HQ 1/435 Williamstown Road Port Melbourne VIC 3207,Exposure period 22/05/2021 12:00am - 11:59pm,Notes Case attended venue,Date added 26/05/2021 2:38pm,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-22,2021-05-26,1,4
278,Suburb Port Melbourne,Site Stratton Finance HQ 1/435 Williamstown Road Port Melbourne VIC 3207,Exposure period 23/05/2021 12:00am - 11:59pm,Notes Case attended venue,Date added 26/05/2021 2:38pm,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-23,2021-05-26,1,3
279,Suburb Port Melbourne,Site Stratton Finance HQ 1/435 Williamstown Road Port Melbourne VIC 3207,Exposure period 24/05/2021 12:00am - 11:59pm,Notes Case attended venue,Date added 26/05/2021 2:38pm,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-24,2021-05-26,1,2
280,Suburb Port Melbourne,Site Stratton Finance HQ 1/435 Williamstown Road Port Melbourne VIC 3207,Exposure period 25/05/2021 12:00am - 11:59pm,Notes Case attended venue,Date added 26/05/2021 2:38pm,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-25,2021-05-26,1,1
281,Suburb Abbotsford,Site Dukes Gym Abbotsford 571-573 Victoria Street Abbotsford VIC 3067,Exposure period 24/05/2021 6:15pm - 8:15pm,Notes Case attended venue,Date added 26/05/2021 11:20am,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-24,2021-05-26,1,2
282,Suburb Balwyn,Site Endless Lifestyle Studio  Shop 3/188 Whitehorse Road  Balwyn VIC 3103,Exposure period 23/05/2021 9:45am - 12:40pm,Notes Case attended venue,Date added 26/05/2021 11:20am,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-23,2021-05-26,1,3
283,Suburb Carlton,"Site RMIT Campus, Building 56 115 Queensberry Street  Carlton VIC 3053",Exposure period 21/05/2021 8:00am - 10:30am,Notes Case attended Building 56,Date added 26/05/2021 11:07am,"Health advice Tier 2 - Get tested urgently and isolate until you have a negative result Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",2021-05-21,2021-05-26,2,5
284,Suburb Richmond,"Site Melbourne Cricket Ground - Zone 4, Level 1 Brunton Avenue Richmond VIC 3002",Exposure period 23/05/2021 2:50pm - 6:30pm,Notes Case attended venue,Date added 26/05/2021 9:41am,"Health advice Tier 2 - Get tested urgently and isolate until you have a negative result Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",2021-05-23,2021-05-26,2,3
285,Suburb Richmond,"Site Melbourne Cricket Ground - All of the Stadium, other than Zone 4, Level 1 Brunton Avenue Richmond VIC 3002",Exposure period 23/05/2021 2:50pm - 6:30pm,Notes Case attended venue,Date added 26/05/2021 9:41am,"Health advice Tier 3 - Monitor for symptoms Anyone who has visited this location during these times should monitor for symptoms - If symptoms develop, immediately get tested and isolate until you receive a negative result.",2021-05-23,2021-05-26,3,3
286,Suburb Prahran,Site Somewhere Bar 181 Chapel Street Prahran VIC 3181,Exposure period 22/05/2021 10:30pm - 1:00am,Notes Case attended venue,Date added 26/05/2021 8:11am,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-22,2021-05-26,1,4
287,Suburb Prahran,Site Three Monkeys  210 Chapel Street Prahran VIC 3181,Exposure period 22/05/2021 9:10pm - 11:00pm,Notes Case attended venue,Date added 26/05/2021 8:11am,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-22,2021-05-26,1,4
288,Suburb Prahran,Site Three Monkeys  210 Chapel Street Prahran VIC 3181,Exposure period 23/05/2021 12:30am - 2:00am,Notes Case attended venue,Date added 26/05/2021 8:11am,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-23,2021-05-26,1,3
289,Suburb South Yarra,Site Circus Bar 199 Commercial Road South Yarra VIC 3181,Exposure period 23/05/2021 1:30am - 4:15am,Notes Case attended venue,Date added 26/05/2021 8:11am,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-23,2021-05-26,1,3
290,Suburb Axedale,Site Axedale Tavern 105 High Street Axedale VIC 3551,Exposure period 23/05/2021 11:45am - 1:30pm,Notes Case attended function,Date added 26/05/2021 12:46am,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-23,2021-05-26,1,3
291,Suburb Bendigo,Site Hairfolk 33 Williamson Street Bendigo VIC 3550,Exposure period 22/05/2021 9:40am - 10:10am,Notes Case attended venue,Date added 26/05/2021 12:46am,"Health advice Tier 2 - Get tested urgently and isolate until you have a negative result Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",2021-05-22,2021-05-26,2,4
292,Suburb Coburg,Site BP Southvale 303 Bell Street Coburg VIC 3058,Exposure period 22/05/2021 8:10am - 8:30am,Notes Case attended venue,Date added 26/05/2021 12:46am,"Health advice Tier 2 - Get tested urgently and isolate until you have a negative result Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",2021-05-22,2021-05-26,2,4
293,Suburb Coburg,Site The Nicholson Coffee House 6/14-20 Nicholson Street Coburg VIC 3058,Exposure period 22/05/2021 12:00pm - 1:00pm,Notes Case sat inside cafe,Date added 26/05/2021 12:46am,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-22,2021-05-26,1,4
294,Suburb Epping,Site Coles Epping Shop Number Q002. Pacific Epping Cooper Street & High street Epping VIC 3076,Exposure period 20/05/2021 6:45pm - 7:35pm,Notes Case attended venue,Date added 26/05/2021 12:46am,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-20,2021-05-26,1,6
295,Suburb Epping,Site Woolworths Epping Shop Number Q003. Pacific Epping Cooper Street & High street Epping VIC 3076,Exposure period 20/05/2021 6:25pm - 7:15pm,Notes Case attended venue,Date added 26/05/2021 12:46am,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-20,2021-05-26,1,6
296,Suburb Fitzroy North,Site Secco and Co 414 Nicholson Street Fitzroy North VIC 3068,Exposure period 22/05/2021 7:35pm - 8:55pm,Notes Case attended party,Date added 26/05/2021 12:46am,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-22,2021-05-26,1,4
297,Suburb Port Melbourne,Site Bay 101 Cafe 7/101 Bay Street Port Melbourne VIC 3207,Exposure period 24/05/2021 7:30am - 8:20am,Notes Case sat inside venue,Date added 26/05/2021 12:46am,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-24,2021-05-26,1,2
298,Suburb Port Melbourne,Site Port Park Cafe  7/484 Graham St Port Melbourne VIC 3207,Exposure period 24/05/2021 12:30pm - 1:00pm,Notes Case attended venue,Date added 26/05/2021 12:46am,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-24,2021-05-26,1,2
299,Suburb Port Melbourne,"Site The Local, Port Melbourne 22-24 Bay Street Port Melbourne VIC 3207",Exposure period 21/05/2021 1:40pm - 3:30pm,Notes Case dined inside venue,Date added 26/05/2021 12:46am,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-21,2021-05-26,1,5
300,Suburb Thornbury,Site Little Tienda 410 Station Street Thornbury VIC 3071,Exposure period 22/05/2021 7:45am - 8:20am,Notes Case attended venue,Date added 26/05/2021 12:46am,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-22,2021-05-26,1,4
301,Suburb Epping,"Site Chemist Warehouse Shop 15, Dalton Village, 351-371 Dalton Road Epping VIC 3076",Exposure period 19/05/2021 6:45pm - 8:00pm,Notes Case attended venue,Date added 25/05/2021 9:45pm,"Health advice Tier 2 - Get tested urgently and isolate until you have a negative result Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",2021-05-19,2021-05-25,2,6
302,Suburb Lalor,Site Deep Indian Supermarket 3/494 High Street Lalor VIC 3075,Exposure period 20/05/2021 7:00pm - 8:30pm,Notes Case attended venue,Date added 25/05/2021 9:45pm,"Health advice Tier 2 - Get tested urgently and isolate until you have a negative result Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",2021-05-20,2021-05-25,2,5
303,Suburb Lalor,Site Everfresh Fruit Market 346 Station Street Lalor VIC 3075,Exposure period 19/05/2021 12:00pm - 1:00pm,Notes Case attended venue,Date added 25/05/2021 9:45pm,"Health advice Tier 2 - Get tested urgently and isolate until you have a negative result Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",2021-05-19,2021-05-25,2,6
304,Suburb Lalor,Site Fruits of Lalor 328 Station Street Lalor VIC 3075,Exposure period 19/05/2021 12:00pm - 1:00pm,Notes Case attended venue,Date added 25/05/2021 9:45pm,"Health advice Tier 2 - Get tested urgently and isolate until you have a negative result Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",2021-05-19,2021-05-25,2,6
305,Suburb Lalor,Site No. 1 Fruit Market 37 May Road Lalor VIC 3075,Exposure period 19/05/2021 12:00pm - 1:00pm,Notes Case attended venue,Date added 25/05/2021 9:45pm,"Health advice Tier 2 - Get tested urgently and isolate until you have a negative result Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",2021-05-19,2021-05-25,2,6
