,_id,Suburb,Site_title,Site_streetaddress,Site_state,Site_postcode,Exposure_date_dtm,Exposure_date,Exposure_time,Notes,Added_date_dtm,Added_date,Added_time,Advice_title,Advice_instruction,Exposure_time_start_24,Exposure_time_end_24,tier,date_delay
349,174,Parkdale,Adairs Parkdale Plaza,Unit 6/383 Nepean Highway,VIC,3195.0,2021-05-25,25/05/2021,1:00pm - 2:10pm,Case attended venue,2021-05-31,31/05/2021,10:42:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",13:00:00,14:10:00,2,6.0
350,175,South Melbourne,Australia Post South Melbourne,100 Market Street,VIC,3205.0,2021-05-21,21/05/2021,5:55pm - 6:40pm,Case attended venue,2021-05-31,31/05/2021,10:42:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",17:55:00,18:40:00,2,10.0
351,176,Chelsea Heights,Subway Chelsea Heights,1-3 Piper Drive,VIC,3196.0,2021-05-25,25/05/2021,11:30am - 12:15pm,Case attended venue,2021-05-31,31/05/2021,10:42:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,11:30:00,12:15:00,1,6.0
352,177,Maidstone,Arcare Maidstone Aged Care Facility (Magnolia Unit),31 Hampstead Road,VIC,3012.0,2021-05-26,26/05/2021,7:00am - 1:30pm,"Any staff member, contractor or visitor in/to the facility and attended unit 2 (Upstairs, Magnolia Unit)",2021-05-31,31/05/2021,12:00:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,07:00:00,13:30:00,1,5.0
353,178,Maidstone,Arcare Maidstone Aged Care Facility (Magnolia Unit),31 Hampstead Road,VIC,3012.0,2021-05-27,27/05/2021,12:00am - 11:59pm,"Any staff member, contractor or visitor in/to the facility and attended unit 2 (Upstairs, Magnolia Unit)",2021-05-31,31/05/2021,12:00:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,00:00:00,23:59:00,1,4.0
354,179,Maidstone,Arcare Maidstone Aged Care Facility (Magnolia Unit),31 Hampstead Road,VIC,3012.0,2021-05-28,28/05/2021,12:00am - 11:59pm,"Any staff member, contractor or visitor in/to the facility and attended unit 2 (Upstairs Magnolia Unit) any time until lockdown occurred",2021-05-31,31/05/2021,12:00:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,00:00:00,23:59:00,1,3.0
355,180,Maidstone,Arcare Maidstone Aged Care Facility (Magnolia Unit),31 Hampstead Road,VIC,3012.0,2021-05-29,29/05/2021,12:00am - 11:59pm,"Any staff member, contractor or visitor in/to the facility and attended unit 2 (Upstairs Magnolia Unit) any time until lockdown occurred",2021-05-31,31/05/2021,12:00:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,00:00:00,23:59:00,1,2.0
356,181,Maidstone,Arcare Maidstone Aged Care Facility (Communal Facilities),31 Hampstead Road,VIC,3012.0,2021-05-26,26/05/2021,7:00am - 11:59pm,"Any staff member, contractor or visitor in/to the facility who shared staff communal facilities (e.g. tea room or office space) with a confirmed case",2021-05-31,31/05/2021,12:00:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,07:00:00,23:59:00,1,5.0
357,184,Maidstone,Arcare Maidstone Aged Care Facility (Communial Facilities),31 Hampstead Road,VIC,3012.0,2021-05-27,27/05/2021,12:00am - 11:59pm,"Any staff member, contractor or visitor in/to the facility who shared staff communal facilities (e.g. tea room or office space) with a confirmed case",2021-05-31,31/05/2021,12:00:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,00:00:00,23:59:00,1,4.0
358,185,Maidstone,Arcare Maidstone Aged Care Facility (Communal Facilities),31 Hampstead Road,VIC,3012.0,2021-05-28,28/05/2021,12:00am - 11:59pm,"Any staff member, contractor or visitor in/to the facility who shared staff communal facilities (e.g. tea room or office space) with a confirmed case",2021-05-31,31/05/2021,12:00:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,00:00:00,23:59:00,1,3.0
359,186,Maidstone,Arcare Maidstone Aged Care Facility (Communal Facilities),31 Hampstead Road,VIC,3012.0,2021-05-29,29/05/2021,12:00am - 11:59pm,"Any staff member, contractor or visitor in/to the facility who shared staff communal facilities (e.g. tea room or office space) with a confirmed case",2021-05-31,31/05/2021,12:00:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,00:00:00,23:59:00,1,2.0
360,187,Campbellfield,Shaan A Punjab Haveli,10/1805 Sydney Road,VIC,3061.0,2021-05-12,12/05/2021,3:45pm - 4:20pm,Case attended venue,2021-05-31,31/05/2021,12:00:00,Tier 3 - Monitor for symptoms,"Anyone who has visited this location during these times should monitor for symptoms - If symptoms develop, immediately get tested and isolate until you receive a negative result.",15:45:00,16:20:00,3,19.0
361,188,Epping,APCO Service Station Epping,828-834 High Street,VIC,3076.0,2021-05-11,11/05/2021,3:30pm - 4:15pm,Case attended venue,2021-05-31,31/05/2021,12:00:00,Tier 3 - Monitor for symptoms,"Anyone who has visited this location during these times should monitor for symptoms - If symptoms develop, immediately get tested and isolate until you receive a negative result.",15:30:00,16:15:00,3,20.0
362,189,Reservoir,Metro Petroleum Reservoir,139/145 Spring Street,VIC,3073.0,2021-05-11,11/05/2021,1:50pm - 2:30pm,Case attended venue,2021-05-31,31/05/2021,12:00:00,Tier 3 - Monitor for symptoms,"Anyone who has visited this location during these times should monitor for symptoms - If symptoms develop, immediately get tested and isolate until you receive a negative result.",13:50:00,14:30:00,3,20.0
363,190,Reservoir,Melbourne Kebab Station Reservoir,766A Plenty Road,VIC,3073.0,2021-05-11,11/05/2021,2:00pm - 2:30pm,Case attended venue,2021-05-31,31/05/2021,12:00:00,Tier 3 - Monitor for symptoms,"Anyone who has visited this location during these times should monitor for symptoms - If symptoms develop, immediately get tested and isolate until you receive a negative result.",14:00:00,14:30:00,3,20.0
364,191,Doncaster East,United Service Station Doncaster East,183-185 Reynolds Road,VIC,3109.0,2021-05-15,15/05/2021,4:50pm - 5:30pm,Case attended venue,2021-05-31,31/05/2021,12:00:00,Tier 3 - Monitor for symptoms,"Anyone who has visited this location during these times should monitor for symptoms - If symptoms develop, immediately get tested and isolate until you receive a negative result.",16:50:00,17:30:00,3,16.0
365,210,Heidelberg,Woolworths Heidelberg,451 Lower Heidelberg Road,VIC,3084.0,2021-05-25,25/05/2021,11:00am - 11:50am,Case attended venue,2021-05-31,31/05/2021,13:45:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",11:00:00,11:50:00,2,6.0
366,225,Epping,JMD Grocers & Sweets,768 High Street,VIC,3076.0,2021-05-18,18/05/2021,6:40pm - 7:20pm,Case attended venue,2021-06-01,01/06/2021,17:10:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,18:40:00,19:20:00,1,14.0
367,228,Glenrowan,BP Truckstop,"Southbound Carriageway, Hume Freeway",VIC,3675.0,2021-05-24,24/05/2021,4:00pm - 4:30pm,"Case attended venue

",2021-06-01,01/06/2021,20:11:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",16:00:00,16:30:00,2,8.0
368,229,Euroa,BP Euroa,29 Tarcombe Street,VIC,3666.0,2021-05-24,24/05/2021,5:00pm - 6:00pm,"Case attended venue

",2021-06-01,01/06/2021,20:11:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,17:00:00,18:00:00,1,8.0
369,230,Wallan,BP Truckstop,1050 Hume Freeway,VIC,3756.0,2021-05-24,24/05/2021,6:45pm - 7:15pm,"Case attended venue

",2021-06-01,01/06/2021,20:11:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",18:45:00,19:15:00,2,8.0
370,231,Melbourne,GTA Consultants,Level 24/55 Collins Street and Level 25/55 Collins Street,VIC,3000.0,2021-05-25,25/05/2021,8:30am - 6:30pm,"Case attended venue

",2021-06-01,01/06/2021,20:11:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,08:30:00,18:30:00,1,7.0
371,235,Epping,Coles Epping Aurora Village,315A Harvest Home Road,VIC,3076.0,2021-05-25,25/05/2021,9:05pm - 10:00pm,Case attended venue,2021-06-02,02/06/2021,11:03:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",21:05:00,22:00:00,2,8.0
372,239,Travancore,Elite Swimming Ascot Vale,50 Flemington Street,VIC,3032.0,2021-05-25,25/05/2021,5:00pm - 6:30pm,Case attended venue ,2021-06-03,03/06/2021,10:28:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,17:00:00,18:30:00,1,9.0
373,241,Public Transport,PTV Bus Number 357,Epping Station/Cooper St to Harvest Home Rd/ Edgars Rd,VIC,3076.0,2021-05-24,24/05/2021,4:44pm - 5:17pm,"Case travelled on public transport
",2021-06-02,02/06/2021,19:24:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,16:44:00,17:17:00,1,9.0
374,242,Public Transport,PTV Bus Number 357,Gammage Blvd/Edgars Rd to Epping Station/Cooper Street,VIC,3076.0,2021-05-25,25/05/2021,8:46am - 9:11am,"Case travelled on public transport
",2021-06-02,02/06/2021,19:26:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,08:46:00,09:11:00,1,8.0
375,243,Public Transport,PTV Bus Number 357,Epping Station/ Cooper St to Harvest Home Rd/ Edgars Rd,VIC,3076.0,2021-05-25,25/05/2021,9:22pm - 9:46pm,"Case travelled on public transport
",2021-06-02,02/06/2021,19:28:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,21:22:00,21:46:00,1,8.0
376,246,Public Transport,Metro Train - Mernda Line,Epping Station to Reservoir Station,VIC,3076.0,2021-05-25,25/05/2021,9:16am - 9:28am,"Case travelled on public transport
",2021-06-03,03/06/2021,16:07:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",09:16:00,09:28:00,2,9.0
377,247,Public Transport,Metro Train - Mernda Line,Reservoir Station to Epping Station,VIC,3073.0,2021-05-25,25/05/2021,9:05pm - 9:17pm,"Case travelled on public transport
",2021-06-03,03/06/2021,16:10:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",21:05:00,21:17:00,2,9.0
378,249,Public Transport,Metro Train - Mernda Line,South Morang Station to Epping Station,VIC,3752.0,2021-05-24,24/05/2021,4:31pm - 4:35pm,"Case travelled on public transport
",2021-06-03,03/06/2021,21:01:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",16:31:00,16:35:00,2,10.0
379,258,Melbourne,55 Collins (office building),55 Collins Street,VIC,3000.0,2021-05-25,25/05/2021,8:30am - 6:30pm,Case attended venue,2021-06-04,04/06/2021,22:39:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",08:30:00,18:30:00,2,10.0
380,294,Public Transport,Metro Train Upfield Line  ,Melbourne Central Station to Merlynston Station,VIC,,2021-06-03,03/06/2021,3:55pm - 4:19pm,"Case travelled on Public Transport
",2021-06-06,06/06/2021,22:23:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",15:55:00,16:19:00,2,3.0
381,296,Public Transport,Metro Train Upfield Line  ,Melbourne Central Station to Merlynston Station,VIC,,2021-06-04,04/06/2021,3:55pm - 4:19pm,"Case travelled on Public Transport
",2021-06-06,06/06/2021,22:23:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",15:55:00,16:19:00,2,2.0
382,307,Public Transport,Metro Tram 19,19 Tram to North Coburg (Collins St/Elizabeth St (stop #2) to Melbourne Central Station/Elizabeth St (stop #5)),VIC,3000.0,2021-06-03,03/06/2021,3:32pm - 3:37pm,"Case travelled on Public Transport
",2021-06-07,07/06/2021,19:00:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",15:32:00,15:37:00,2,4.0
383,2,Axedale,Axedale Tavern,105 High Street,VIC,3551.0,2021-05-23,23/05/2021,11:45am - 1:30pm,Case attended function,2021-05-26,26/05/2021,00:46:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,11:45:00,13:30:00,1,3.0
384,3,Balwyn,Endless Lifestyle Studio,Shop 3/188 Whitehorse Road,VIC,3103.0,2021-05-23,23/05/2021,9:45am - 12:40pm,Case attended venue,2021-05-26,26/05/2021,11:20:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,09:45:00,12:40:00,1,3.0
385,4,Brunswick,Futsal Brunswick,409 Victoria Street,VIC,3056.0,2021-05-23,23/05/2021,9:00am - 10:00am,Case attended venue. The Department may provide you with specific advice depending on what activity you participated in at this exposure site.,2021-05-24,24/05/2021,21:09:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",09:00:00,10:00:00,2,1.0
386,7,Epping,ALDI Epping,347-371 Dalton Road,VIC,3076.0,2021-05-23,23/05/2021,6:00pm - 7:30pm,Case attended venue,2021-05-24,24/05/2021,12:50:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",18:00:00,19:30:00,2,1.0
387,8,Epping,"Chemist Depot Epping, Pacific Epping Shoping Centre",571-583 High Street,VIC,3076.0,2021-05-23,23/05/2021,11:15am - 12:00pm,Case attended venue,2021-05-24,24/05/2021,12:50:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",11:15:00,12:00:00,2,1.0
388,14,Epping,"Urban Diner Food Court, Pacific Epping Shopping Centre",571-583 High Street,VIC,3076.0,2021-05-23,23/05/2021,1:15pm - 2:30pm,Case attended Urban Diner Food Court - inside location (not outside dining precinct with individual restaurants) ,2021-05-24,24/05/2021,21:05:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",13:15:00,14:30:00,2,1.0
389,30,Prahran ,"Three Monkeys
",210 Chapel Street,VIC,3181.0,2021-05-23,23/05/2021,12:30am - 2:00am,Case attended venue,2021-05-26,26/05/2021,08:11:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,00:30:00,02:00:00,1,3.0
390,31,Preston,Adams Reserve Playground,Milton Crescent,VIC,3072.0,2021-05-23,23/05/2021,2:15pm - 3:45pm,Case attended venue,2021-05-24,24/05/2021,12:50:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",14:15:00,15:45:00,2,1.0
391,32,Preston,ALDI Preston South,15 Dundas Street,VIC,3072.0,2021-05-23,23/05/2021,3:45pm - 4:25pm,Case attended venue,2021-05-24,24/05/2021,12:50:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",15:45:00,16:25:00,2,1.0
392,35,Richmond,"Melbourne Cricket Ground - Zone 4, Level 1",Brunton Avenue,VIC,3002.0,2021-05-23,23/05/2021,2:50pm - 6:30pm,Case attended venue,2021-05-26,26/05/2021,09:41:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",14:50:00,18:30:00,2,3.0
393,36,Richmond,"Melbourne Cricket Ground - All of the Stadium, other than Zone 4, Level 1",Brunton Avenue,VIC,3002.0,2021-05-23,23/05/2021,2:50pm - 6:30pm,Case attended venue,2021-05-26,26/05/2021,09:41:00,Tier 3 - Monitor for symptoms,"Anyone who has visited this location during these times should monitor for symptoms - If symptoms develop, immediately get tested and isolate until you receive a negative result.",14:50:00,18:30:00,3,3.0
394,37,South Yarra,Circus Bar,199 Commercial Road,VIC,3181.0,2021-05-23,23/05/2021,1:30am - 4:15am,Case attended venue,2021-05-26,26/05/2021,08:11:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,01:30:00,04:15:00,1,3.0
395,47,Docklands,Marvel Stadium - (Level 1 Aisles 5-28 and Level 3 Aisles 6-29),740 Bourke St,VIC,3008.0,2021-05-23,23/05/2021,4:30pm - 7:30pm,Case attended facility ,2021-05-26,26/05/2021,18:08:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",16:30:00,19:30:00,2,3.0
396,48,Docklands,Marvel Stadium - all other zones not individually listed ,740 Bourke St,VIC,3008.0,2021-05-23,23/05/2021,4:30pm - 7:30pm,Case attended venue ,2021-05-26,26/05/2021,18:08:00,Tier 3 - Monitor for symptoms,"Anyone who has visited this location during these times should monitor for symptoms - If symptoms develop, immediately get tested and isolate until you receive a negative result.",16:30:00,19:30:00,3,3.0
397,49,Bundoora,Anytime Fitness,"Shop TG-01, Uni Hill Town Centre, 1-3 Janefield Drive",VIC,3083.0,2021-05-23,23/05/2021,3:40pm - 5:30pm,Case attended venue ,2021-05-26,26/05/2021,18:53:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,15:40:00,17:30:00,1,3.0
398,51,Southbank,Criniti's Southbank,645 Freshwater Place,VIC,3006.0,2021-05-23,23/05/2021,6:00pm - 9:30pm,Case attended venue ,2021-05-26,26/05/2021,18:53:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,18:00:00,21:30:00,1,3.0
399,55,Fairfield,7-Eleven Fairfield East,324 Station street,VIC,3078.0,2021-05-23,23/05/2021,7:45pm - 8:00pm,Case attended venue,2021-05-26,26/05/2021,19:56:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",19:45:00,20:00:00,2,3.0
400,56,Carnegie,Bicycle Superstore,1030 Dandenong Road,VIC,3163.0,2021-05-23,23/05/2021,3:33pm - 4:00pm,Case attended venue,2021-05-26,26/05/2021,21:55:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,15:33:00,16:00:00,1,3.0
401,58,Mordialloc,The Sporting Globe Mordialloc,590 Main Street,VIC,3195.0,2021-05-23,23/05/2021,6:17pm - 9:43pm,Case attended venue,2021-05-26,26/05/2021,22:24:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,18:17:00,21:43:00,1,3.0
402,61,Mill Park,"Degani, Westfield Plenty Valley",415 Mcdonalds Road,VIC,3082.0,2021-05-23,23/05/2021,11:30am - 2:00pm,Case attended venue,2021-05-26,26/05/2021,23:08:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,11:30:00,14:00:00,1,3.0
403,62,Doncaster,Betty's Burgers & Concrete Co. (Westfield Doncaster) ,"Tenancy R1 & R2, Level 2, 619 Doncaster Road",VIC,3108.0,2021-05-23,23/05/2021,7:40pm - 9:30pm,Case attended venue,2021-05-27,27/05/2021,12:20:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,19:40:00,21:30:00,1,4.0
404,69,Bundoora,Bung Pai Thai Massage Bundoora,11/1320 Plenty Road,VIC,3083.0,2021-05-24,24/05/2021,4:15pm - 6:15pm,Case attended venue,2021-05-27,27/05/2021,15:30:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,16:15:00,18:15:00,1,3.0
405,71,Carlton,Green Man's Arms,418 Lygon Sreet,VIC,3053.0,2021-05-23,23/05/2021,1:20pm - 2:15pm,Case dined at venue,2021-05-27,27/05/2021,15:30:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,13:20:00,14:15:00,1,4.0
406,76,Aspendale Gardens,Chelsea Heights Hotel,Springvale Road & Wells Road,VIC,3196.0,2021-05-23,23/05/2021,12:10pm - 1:30pm,Case dined at venue,2021-05-27,27/05/2021,15:30:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,12:10:00,13:30:00,1,4.0
407,79,Craigieburn,The Coffee Club - Craigieburn Central,"Craigieburn Central, Shop B00, 15/350 Craigieburn Road",VIC,3064.0,2021-05-23,23/05/2021,10:00am - 11:30am,Case attended venue,2021-05-27,27/05/2021,19:12:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,10:00:00,11:30:00,1,4.0
408,80,Mickleham,Botanical Display Homes (Botanical Display Village),23-25 Poppy Street,VIC,3063.0,2021-05-23,23/05/2021,11:15am - 1:00pm,Case attended venue,2021-05-27,27/05/2021,19:12:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",11:15:00,13:00:00,2,4.0
409,81,Docklands,Network Public Bar,14/99 Spencer Street,VIC,3008.0,2021-05-23,23/05/2021,3:30pm - 5:00pm,Case attended venue,2021-05-27,27/05/2021,19:12:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,15:30:00,17:00:00,1,4.0
410,82,Docklands,Hungry Jacks - Southern Cross Station,14/99 Spencer Street,VIC,3008.0,2021-05-23,23/05/2021,7:30pm - 7:40pm,Case attended venue,2021-05-27,27/05/2021,19:12:00,Tier 3 - Monitor for symptoms,"Anyone who has visited this location during these times should monitor for symptoms - If symptoms develop, immediately get tested and isolate until you receive a negative result.",19:30:00,19:40:00,3,4.0
411,86,Docklands,"Southern Cross Station, Toilets Under Bourke Street Bridge",14/99 Spencer Street,VIC,3059.0,2021-05-23,23/05/2021,7:35pm - 8:15pm,Case attended venue,2021-05-27,27/05/2021,07:42:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",19:35:00,20:15:00,2,4.0
412,92,Reservoir,Edwardes Lake Playground,Edwardes Lake,VIC,3073.0,2021-05-23,23/05/2021,5:15pm - 6:00pm,Case attended venue,2021-05-28,28/05/2021,11:06:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",17:15:00,18:00:00,2,5.0
413,97,Thomastown,7-Eleven Thomastown North,Cnr Edgars Road & Main Street,VIC,3074.0,2021-05-23,23/05/2021,5:45pm - 6:15pm,Case attended venue,2021-05-28,28/05/2021,11:06:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,17:45:00,18:15:00,1,5.0
414,100,Maribyrnong,JB Hi Fi,Shop 159-163 Rosamond Road,VIC,3032.0,2021-05-23,23/05/2021,12:05pm - 12:15pm,Case attended venue,2021-05-28,28/05/2021,16:15:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",12:05:00,12:15:00,2,5.0
415,101,Maribyrnong,The Good Guys,2-6 Sloane Street,VIC,3032.0,2021-05-23,23/05/2021,12:20pm - 12:35pm,Case attended venue,2021-05-28,28/05/2021,16:15:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",12:20:00,12:35:00,2,5.0
416,102,Yarraville,Coles Yarraville,Cnr Williamstown Road & High Street,VIC,3013.0,2021-05-23,23/05/2021,3:00pm - 3:30pm,Case attended venue,2021-05-28,28/05/2021,16:15:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",15:00:00,15:30:00,2,5.0
